distance_km,duration_hours,people,days,transport_type,hotel_category,season,total_cost
2281.8,32.3,4,6,train,comfort,spring,62050.16
2065.2,35.5,1,7,flight,comfort,spring,35950.08
2377.0,33.8,3,7,road_trip,comfort,spring,76131.37
1828.0,25.5,6,5,train,budget,summer,56270.02
1552.9,33.1,1,2,train,budget,winter,4297.46
1074.7,15.0,2,6,flight,comfort,monsoon,37438.96
2335.2,40.0,1,6,bus,budget,monsoon,13480.08
2171.9,36.0,3,6,flight,budget,summer,52733.24
160.8,2.5,3,4,train,comfort,winter,31421.18
114.6,1.6,2,3,train,comfort,winter,11409.77
972.3,21.3,2,6,road_trip,comfort,summer,32276.77
2035.9,34.3,5,5,road_trip,comfort,autumn,82358.37
2468.8,37.6,1,14,flight,comfort,autumn,64986.23
418.5,6.3,1,3,bus,comfort,winter,9382.25
1505.6,22.9,5,3,flight,comfort,autumn,64469.08
983.2,20.1,3,3,train,comfort,autumn,23351.35
2426.3,44.9,5,6,train,luxury,autumn,158232.69
2113.2,37.9,3,3,train,budget,winter,17433.06
2103.9,30.4,4,2,flight,budget,autumn,45546.74
1198.3,22.5,2,14,train,comfort,monsoon,71240.8
1066.3,20.8,4,2,train,comfort,winter,19481.62
719.8,9.8,6,6,bus,budget,summer,57147.15
188.1,4.2,3,4,flight,luxury,autumn,63530.19
2168.6,28.9,1,6,flight,budget,spring,21377.12
2041.6,31.3,2,4,road_trip,comfort,winter,25392.63
2499.3,35.8,1,7,train,comfort,summer,32347.78
2491.8,46.3,2,7,flight,luxury,monsoon,82732.5
1410.8,31.1,2,2,bus,budget,summer,7751.2
1934.0,28.8,3,2,flight,comfort,autumn,38633.14
2364.7,33.8,3,3,train,budget,spring,20658.2
2131.6,31.7,2,5,train,budget,autumn,18876.43
656.0,13.3,3,7,road_trip,budget,summer,38489.1
1153.8,17.1,1,4,flight,comfort,winter,18312.16
366.4,5.4,1,5,road_trip,comfort,spring,18234.66
2387.4,36.9,1,3,flight,budget,spring,15964.49
1535.1,22.6,2,6,flight,comfort,summer,36877.94
610.2,8.7,2,10,bus,comfort,autumn,53937.17
1695.7,26.7,2,3,flight,comfort,summer,26983.62
1564.4,32.8,2,4,train,luxury,spring,33752.43
927.5,15.6,4,2,flight,budget,summer,27664.42
328.2,6.9,1,4,bus,luxury,spring,27654.23
1695.4,29.6,3,4,train,luxury,autumn,64209.01
1324.8,23.2,3,3,train,budget,winter,17531.44
1942.2,41.3,4,4,train,budget,winter,33216.52
1324.4,23.9,6,3,road_trip,budget,summer,37791.21
2137.8,44.2,1,4,train,budget,spring,9479.36
1402.2,20.2,1,4,flight,comfort,winter,20252.39
1424.3,19.4,5,2,train,comfort,spring,28526.7
2197.8,46.6,2,6,train,comfort,autumn,34824.63
1038.5,14.1,3,5,flight,comfort,summer,54612.51
378.3,6.2,3,4,train,budget,spring,20986.1
120.5,2.2,3,2,flight,luxury,summer,22522.73
1900.1,40.2,6,6,bus,budget,spring,66263.32
1569.8,26.2,10,10,bus,luxury,spring,478024.61
1775.0,25.8,4,3,train,budget,autumn,24646.8
571.8,8.6,2,3,road_trip,luxury,summer,21434.3
384.1,8.3,5,3,flight,budget,monsoon,28943.44
85.6,1.8,1,4,road_trip,budget,spring,7528.33
908.9,15.9,2,3,flight,budget,spring,16153.33
1495.3,27.8,5,4,flight,comfort,winter,88708.34
1011.0,19.5,2,5,road_trip,luxury,summer,46033.63
1121.8,21.0,2,4,road_trip,budget,monsoon,14406.08
2265.2,32.8,1,4,train,luxury,autumn,28978.75
903.2,12.4,5,4,train,comfort,monsoon,56434.74
1309.3,22.9,2,4,train,comfort,autumn,19554.08
1969.9,27.3,3,2,train,comfort,monsoon,19548.27
1021.5,18.7,2,2,train,budget,monsoon,7289.84
1574.1,26.5,4,7,train,budget,summer,47527.38
2162.8,41.8,4,2,road_trip,luxury,winter,36942.12
2376.3,37.0,2,5,train,luxury,monsoon,38932.12
410.3,5.5,2,7,flight,luxury,spring,65261.74
2320.1,36.8,2,3,train,luxury,spring,25015.27
1255.7,22.5,8,4,train,budget,spring,51889.23
682.7,10.6,3,4,train,comfort,winter,33259.91
1174.9,24.1,6,7,train,budget,monsoon,72819.23
2451.1,34.2,2,10,bus,luxury,autumn,85894.18
1256.9,20.9,4,5,road_trip,comfort,autumn,55813.39
855.4,14.6,4,2,train,comfort,summer,16961.72
1601.8,25.6,3,5,flight,comfort,winter,61980.95
638.4,10.0,8,4,flight,budget,monsoon,68166.52
235.9,5.0,2,4,road_trip,budget,spring,11877.94
365.8,5.6,1,2,bus,luxury,winter,10062.47
363.7,7.0,3,3,flight,comfort,winter,25419.05
422.2,6.4,4,6,flight,budget,monsoon,42444.32
390.1,5.6,3,4,bus,comfort,summer,32115.72
1620.1,23.4,2,3,train,comfort,summer,14940.71
495.6,8.0,2,4,train,budget,summer,11455.92
896.9,14.8,2,7,road_trip,budget,spring,24736.72
2247.1,45.6,2,5,bus,luxury,spring,45428.26
1211.2,17.7,3,3,flight,comfort,monsoon,38203.48
1685.5,31.7,4,3,flight,comfort,summer,50756.31
472.2,7.9,2,3,train,comfort,monsoon,12597.2
521.1,9.7,2,7,flight,budget,summer,23618.72
150.1,3.1,2,4,flight,comfort,winter,18294.23
463.9,7.3,1,4,train,budget,autumn,8002.22
732.5,15.7,4,4,bus,budget,autumn,24498.9
483.7,7.2,6,4,road_trip,comfort,summer,60956.74
267.3,4.9,2,6,train,luxury,monsoon,49351.01
345.6,7.7,4,4,flight,budget,spring,28556.24
1178.9,19.5,5,3,train,budget,summer,26700.65
555.5,12.0,4,3,flight,comfort,summer,32404.12
942.5,17.7,1,4,train,luxury,spring,28114.81
1283.4,19.4,8,10,flight,comfort,summer,224566.09
1741.5,37.1,2,3,road_trip,luxury,winter,27342.69
146.3,2.1,2,7,train,comfort,spring,33544.39
2008.6,44.5,1,6,road_trip,comfort,winter,26487.52
1588.4,30.3,2,3,road_trip,budget,autumn,12771.45
250.3,3.7,1,2,train,budget,spring,3403.67
2190.3,40.2,2,3,train,budget,spring,12878.57
2306.1,48.0,2,5,road_trip,comfort,monsoon,27355.58
199.6,3.6,4,3,road_trip,luxury,monsoon,41476.62
728.4,13.7,5,4,train,luxury,spring,95419.32
2025.2,28.8,2,4,train,budget,autumn,14596.6
1883.2,34.6,5,5,train,budget,summer,48329.73
502.1,7.3,5,3,road_trip,budget,monsoon,22988.44
562.9,7.8,4,4,train,budget,autumn,24748.73
957.7,16.5,1,4,flight,comfort,autumn,15633.33
1237.1,17.1,3,4,bus,luxury,monsoon,59859.78
1564.7,27.8,6,6,train,luxury,summer,157991.84
953.8,12.9,3,3,flight,comfort,monsoon,33573.62
1183.2,24.8,2,6,train,comfort,autumn,29624.2
1881.3,28.7,2,5,road_trip,comfort,winter,26923.14
139.9,2.3,3,4,train,budget,monsoon,17901.48
668.5,11.8,2,5,flight,comfort,autumn,25662.25
1797.7,28.1,1,4,flight,comfort,monsoon,21166.66
2243.3,33.9,2,3,train,comfort,autumn,17173.45
1303.6,28.9,4,5,train,budget,summer,35485.12
1353.7,27.1,5,4,train,budget,autumn,36313.83
312.6,4.7,1,5,train,budget,spring,9035.86
1146.2,17.6,8,3,bus,luxury,winter,92427.03
1354.9,18.3,2,7,bus,budget,autumn,23087.08
644.1,9.5,3,4,flight,comfort,monsoon,36460.4
709.6,9.7,4,2,flight,comfort,monsoon,24535.43
974.3,14.7,4,4,flight,budget,autumn,39643.11
99.2,1.8,6,6,bus,comfort,spring,83181.69
839.1,17.4,2,6,train,luxury,autumn,55205.4
568.0,8.3,5,4,train,comfort,summer,55309.1
852.4,13.3,1,7,train,luxury,spring,50300.9
343.4,7.4,4,3,flight,budget,autumn,21509.3
2231.8,40.0,4,4,train,budget,winter,32419.06
1504.3,20.4,3,7,train,luxury,spring,120668.63
1713.8,28.6,2,7,train,comfort,autumn,38112.68
1983.5,34.2,5,5,bus,luxury,winter,131389.92
1271.2,21.6,1,7,train,comfort,autumn,28799.32
263.0,5.1,1,2,train,luxury,summer,10019.9
1365.9,24.4,4,7,train,comfort,monsoon,68778.51
1487.8,26.5,2,3,train,comfort,autumn,16871.91
1876.3,40.3,4,3,flight,comfort,spring,56149.47
1107.6,16.3,2,3,train,budget,autumn,10409.23
362.6,6.3,1,4,train,luxury,autumn,26119.23
745.3,10.7,4,3,flight,budget,autumn,28949.21
939.6,13.3,2,3,train,comfort,autumn,14878.54
1632.5,31.8,1,3,train,budget,spring,6869.44
1448.4,22.4,4,3,road_trip,comfort,spring,33822.09
922.4,15.6,2,4,train,comfort,autumn,19468.92
2467.0,34.5,3,4,train,budget,monsoon,27372.3
1534.1,29.8,2,3,train,luxury,autumn,24354.55
631.2,9.7,4,5,flight,budget,spring,38432.7
299.4,4.7,4,7,flight,comfort,summer,68240.95
424.5,7.9,4,6,flight,budget,autumn,39611.61
652.6,13.3,1,3,bus,budget,autumn,5643.92
443.7,6.9,4,5,train,budget,autumn,29334.54
507.1,7.6,3,3,train,comfort,autumn,21248.09
748.5,13.7,3,3,bus,budget,winter,16251.87
474.8,7.4,2,3,road_trip,luxury,autumn,23326.16
2247.1,39.5,5,6,train,budget,spring,59277.48
246.6,3.7,4,3,flight,budget,spring,21669.3
1335.1,26.2,1,2,train,budget,winter,4732.53
1055.5,14.7,2,3,train,budget,autumn,10010.57
2456.8,45.8,5,7,train,comfort,monsoon,110485.46
324.5,5.8,1,5,train,luxury,autumn,38071.94
1024.7,21.9,8,3,bus,comfort,spring,53047.38
2425.2,50.2,3,4,flight,budget,summer,51376.48
2170.5,35.9,3,4,train,budget,summer,25160.75
2051.8,38.7,2,5,train,comfort,monsoon,28150.9
681.9,9.7,2,3,bus,luxury,autumn,22213.73
468.7,10.3,6,7,train,budget,winter,62870.77
1688.2,29.9,2,3,flight,comfort,autumn,25715.28
2327.0,42.2,4,5,train,budget,monsoon,36950.79
1414.1,31.0,2,2,flight,budget,monsoon,15628.89
1450.5,29.8,1,4,train,comfort,monsoon,13121.81
735.9,12.8,1,4,train,budget,summer,7776.62
1935.3,32.4,2,4,train,comfort,autumn,24279.91
508.3,8.9,8,2,train,budget,autumn,25057.88
843.0,13.8,2,6,train,comfort,winter,31981.49
1092.3,17.4,2,3,flight,budget,monsoon,17000.63
1293.6,28.6,2,5,train,luxury,monsoon,42526.34
643.9,10.9,2,6,train,budget,spring,20431.56
331.4,4.5,2,4,flight,luxury,spring,34418.07
1546.0,25.5,5,5,flight,comfort,summer,90097.16
757.1,11.6,2,5,road_trip,luxury,autumn,44643.75
1474.0,27.1,2,4,flight,comfort,winter,31432.06
428.2,6.3,1,6,flight,comfort,winter,21820.76
1228.8,18.0,10,3,flight,budget,monsoon,94249.28
1354.8,22.3,2,4,road_trip,budget,winter,14730.27
177.0,2.4,1,5,bus,budget,monsoon,10299.63
874.7,17.9,3,4,train,budget,autumn,21734.29
379.3,8.3,3,3,train,luxury,winter,42292.6
205.3,3.0,2,4,train,budget,monsoon,11524.91
2475.4,35.8,2,6,flight,comfort,autumn,43900.31
839.8,17.3,4,7,bus,comfort,autumn,66686.03
2034.2,38.4,1,4,flight,comfort,monsoon,22963.81
673.9,14.8,4,5,train,comfort,monsoon,52306.38
1719.7,32.0,3,7,bus,budget,summer,39805.1
1912.6,28.0,2,2,bus,comfort,autumn,10268.93
1509.3,24.9,2,3,train,budget,monsoon,11726.39
1205.4,21.7,2,5,flight,luxury,autumn,52959.42
1059.0,18.9,4,6,train,comfort,winter,59854.32
904.7,20.1,2,7,road_trip,luxury,spring,63401.02
2327.3,43.1,2,4,bus,budget,spring,15788.81
2085.0,32.4,3,2,flight,budget,monsoon,34446.07
2414.3,32.5,10,4,flight,budget,monsoon,159744.82
354.5,5.0,2,3,road_trip,budget,autumn,10155.71
1840.6,40.3,6,3,flight,budget,monsoon,63497.68
2348.9,32.6,2,6,train,comfort,autumn,32179.36
494.0,7.2,1,2,bus,budget,monsoon,3402.93
212.9,3.1,2,6,train,comfort,autumn,29513.77
1865.7,31.8,2,4,train,luxury,monsoon,34857.36
1457.5,25.6,2,4,road_trip,comfort,summer,22775.38
2112.5,39.1,1,2,bus,budget,autumn,5471.31
392.4,8.4,6,3,train,budget,summer,25436.7
1998.4,38.5,4,2,train,comfort,summer,22191.8
544.0,10.4,4,10,train,budget,summer,66097.77
451.0,7.6,1,6,train,comfort,summer,20951.89
452.5,6.7,1,4,train,budget,winter,7702.71
2045.7,34.5,1,3,bus,luxury,spring,18761.59
1679.7,35.9,4,10,train,comfort,winter,110011.52
1331.5,18.1,6,3,flight,comfort,monsoon,67823.94
929.1,12.7,2,3,train,budget,monsoon,10322.21
2199.1,32.1,1,4,road_trip,budget,spring,11515.01
1011.5,13.5,2,10,train,comfort,spring,48016.17
2050.7,33.4,2,2,train,comfort,spring,10415.58
1125.9,15.2,2,3,train,budget,summer,10460.87
973.5,20.6,3,10,flight,budget,winter,61630.89
1183.6,21.1,4,3,flight,budget,monsoon,35974.74
788.4,15.2,1,3,train,comfort,winter,10089.4
1881.6,37.0,1,4,train,budget,winter,9233.64
1281.7,26.0,10,7,train,comfort,winter,171851.91
618.9,9.7,2,4,flight,comfort,spring,22732.35
2254.0,32.9,1,14,flight,comfort,spring,61715.18
990.5,15.9,1,5,train,luxury,monsoon,36863.05
1381.7,28.0,1,2,train,luxury,monsoon,10904.06
2270.9,32.8,2,14,train,comfort,monsoon,74277.74
1579.4,24.6,4,4,train,budget,winter,30976.08
336.4,5.9,2,3,flight,budget,spring,11553.65
2352.6,36.1,2,4,train,comfort,summer,23818.13
1587.9,30.1,3,3,train,comfort,winter,26145.84
870.5,15.7,2,2,train,comfort,autumn,8803.68
391.2,5.4,5,2,road_trip,budget,winter,15383.19
1995.4,37.1,5,4,road_trip,comfort,spring,63651.39
1569.2,26.6,1,6,train,budget,autumn,13220.11
1357.0,18.9,4,4,train,comfort,winter,39124.98
2240.0,33.8,2,14,train,budget,spring,45662.89
1982.1,42.3,10,3,flight,comfort,spring,131544.73
421.6,8.5,2,3,train,budget,summer,8421.82
813.7,18.0,10,3,flight,budget,winter,74842.52
658.8,10.3,4,3,flight,comfort,spring,35412.54
1872.7,32.0,2,3,road_trip,budget,monsoon,14816.49
132.2,2.7,2,6,train,comfort,spring,27332.29
1446.2,19.6,10,7,bus,comfort,summer,176341.88
1918.0,31.5,5,10,bus,comfort,spring,151952.42
2198.1,42.1,1,3,train,budget,winter,7647.6
888.1,14.8,4,7,train,comfort,winter,66729.92
2062.1,31.5,2,3,train,comfort,autumn,15645.91
321.0,6.8,1,3,train,comfort,winter,9986.07
2123.8,39.9,2,7,train,comfort,autumn,34006.51
362.3,5.2,2,5,flight,budget,monsoon,16616.65
1023.4,17.4,4,3,train,budget,summer,21136.04
2003.4,32.6,2,4,road_trip,budget,monsoon,16294.48
417.3,7.2,4,3,train,budget,autumn,17482.08
611.7,13.2,1,5,road_trip,budget,spring,10658.23
1819.5,36.4,2,4,train,comfort,spring,20796.55
1814.1,31.1,2,14,bus,comfort,monsoon,68126.45
1620.8,31.6,2,2,train,budget,spring,8311.62
1750.2,37.6,1,4,train,luxury,autumn,30314.93
1379.7,19.6,1,4,road_trip,comfort,summer,17187.24
666.9,9.0,3,4,train,luxury,winter,60822.06
897.0,13.0,2,3,flight,comfort,autumn,17682.48
494.9,7.0,2,5,flight,comfort,autumn,27208.8
2275.7,43.5,2,7,flight,budget,winter,38830.76
1479.3,20.0,5,10,flight,budget,winter,104887.8
1032.1,20.3,6,6,bus,budget,summer,55758.78
1181.9,16.1,2,7,train,comfort,summer,33770.28
2370.8,31.7,2,4,flight,budget,summer,28920.16
425.7,6.4,1,6,road_trip,comfort,spring,22353.0
1486.3,20.0,8,3,train,budget,autumn,49636.24
1289.4,20.8,1,4,train,comfort,winter,14003.96
1548.1,29.3,2,3,bus,budget,autumn,12033.57
94.4,1.6,2,4,train,budget,autumn,11526.32
2186.7,34.8,2,3,train,budget,summer,12850.78
2333.7,49.5,1,10,train,budget,summer,22498.94
1434.6,22.5,4,3,flight,budget,autumn,38676.47
1756.8,23.6,1,2,train,comfort,summer,7135.1
2310.1,45.6,3,4,flight,budget,spring,48952.67
1782.7,25.9,1,2,bus,budget,winter,4212.34
423.7,5.9,1,3,train,comfort,autumn,10951.51
1461.9,19.9,6,3,flight,budget,winter,55603.85
1536.5,20.8,1,4,road_trip,luxury,spring,29033.39
1089.1,18.0,4,4,flight,luxury,summer,70026.05
1854.3,25.0,2,6,bus,budget,monsoon,20642.87
2339.2,34.5,1,5,train,budget,spring,11843.4
2317.6,46.5,8,4,bus,budget,monsoon,60817.24
1154.6,19.5,2,3,train,comfort,winter,14862.8
327.4,4.9,5,3,train,comfort,autumn,34821.15
2462.9,47.0,1,6,train,comfort,summer,25066.26
2105.3,32.8,5,2,train,comfort,spring,28781.14
355.4,5.5,1,2,bus,budget,summer,3450.95
2306.1,46.2,2,6,train,comfort,monsoon,31447.7
2181.2,35.2,4,4,flight,comfort,monsoon,69729.4
1321.2,19.4,6,3,bus,comfort,autumn,44423.05
1498.6,25.0,6,3,flight,luxury,monsoon,99101.82
1027.6,22.7,4,10,train,comfort,autumn,99594.78
184.2,4.1,5,7,flight,budget,spring,55328.77
871.2,15.6,1,5,train,budget,autumn,11083.96
2017.0,27.7,2,4,train,comfort,monsoon,22425.46
61.3,1.2,2,4,road_trip,budget,winter,11465.62
867.1,13.5,2,10,train,luxury,autumn,90002.15
1025.5,19.9,2,10,train,budget,summer,31888.84
1366.6,25.0,2,3,road_trip,comfort,winter,17645.81
2303.6,32.7,1,6,train,comfort,autumn,25030.83
898.5,13.4,3,3,flight,budget,summer,26017.35
900.0,18.8,1,3,train,luxury,winter,19107.72
1856.9,32.1,2,5,train,luxury,autumn,45867.59
1157.9,25.2,2,4,train,comfort,spring,20921.12
600.3,10.1,4,10,train,budget,summer,59359.02
1158.5,17.9,4,2,train,budget,spring,14350.7
395.1,8.1,3,4,bus,budget,monsoon,19997.47
482.1,9.0,1,7,flight,budget,autumn,14894.79
1271.0,22.3,2,7,road_trip,comfort,autumn,33478.34
1076.4,14.8,1,3,train,luxury,summer,20787.15
2291.4,30.6,2,4,flight,comfort,autumn,38905.73
937.9,20.2,2,5,flight,luxury,monsoon,45711.91
1472.4,21.7,1,3,road_trip,comfort,autumn,10911.63
1599.0,28.5,2,10,train,comfort,winter,49641.89
82.1,1.4,8,7,flight,luxury,spring,258389.45
1675.7,24.8,8,3,road_trip,comfort,monsoon,69727.06
486.2,6.7,2,3,train,luxury,monsoon,22475.53
2404.6,32.7,1,2,road_trip,budget,spring,7304.63
414.2,6.6,1,7,train,budget,spring,14430.0
1065.8,19.1,2,3,bus,luxury,monsoon,25067.54
259.1,3.8,6,4,road_trip,comfort,spring,52290.44
2492.3,47.4,1,4,flight,luxury,summer,37475.34
1280.4,20.7,4,4,train,luxury,spring,68419.65
1508.7,27.1,1,2,train,budget,winter,4747.9
214.3,3.3,10,3,road_trip,comfort,winter,60233.85
1887.4,36.1,2,10,flight,budget,summer,42292.82
564.3,11.1,4,7,train,comfort,spring,62443.58
2250.2,31.0,2,6,flight,comfort,winter,47983.31
552.6,11.5,3,2,flight,budget,autumn,14444.79
517.2,8.6,1,3,train,comfort,spring,10049.29
139.5,2.7,1,5,train,comfort,summer,17780.28
1206.6,26.1,6,3,train,budget,spring,30690.72
1433.9,31.1,6,7,flight,comfort,monsoon,127286.38
211.0,4.2,5,5,flight,comfort,monsoon,67026.84
1950.0,27.5,3,2,flight,luxury,winter,46048.71
1160.6,21.7,4,7,bus,budget,monsoon,46527.28
1334.8,18.2,1,10,road_trip,budget,summer,22052.81
1129.9,18.1,2,2,flight,comfort,winter,15792.75
1031.9,17.8,2,4,train,budget,summer,13544.11
1421.1,22.8,3,3,flight,luxury,summer,61749.45
430.3,7.1,2,4,train,budget,monsoon,11006.97
495.7,7.3,1,3,flight,comfort,monsoon,10879.3
2161.4,40.4,3,4,flight,comfort,summer,59540.68
2368.0,42.6,4,10,train,budget,monsoon,70777.03
964.6,13.4,2,4,road_trip,budget,monsoon,14917.69
713.3,9.7,1,2,train,comfort,monsoon,5758.24
1627.8,22.7,1,5,flight,comfort,spring,22421.29
1051.4,18.3,2,3,train,budget,summer,11283.35
112.2,1.6,2,7,road_trip,luxury,autumn,63759.07
432.6,7.3,3,4,train,budget,summer,20003.28
1804.1,30.1,3,3,train,budget,winter,18491.28
1664.4,32.5,3,3,train,comfort,monsoon,26184.0
116.4,1.9,2,6,train,budget,monsoon,17858.28
593.8,11.7,4,3,train,luxury,autumn,44644.01
616.1,11.2,2,6,flight,budget,winter,22559.15
1696.1,24.0,2,3,train,budget,spring,12784.02
98.3,1.9,4,3,train,budget,summer,17400.63
305.1,6.5,1,4,train,comfort,spring,12931.51
2009.8,42.7,1,10,bus,comfort,winter,40363.95
487.4,6.7,5,10,flight,comfort,autumn,140385.96
1649.2,27.4,2,3,bus,budget,winter,11400.88
633.5,11.1,3,4,flight,budget,autumn,26498.53
293.6,4.2,1,3,train,comfort,spring,10993.48
645.8,9.2,3,4,train,budget,spring,21176.0
1819.6,33.1,2,4,train,luxury,winter,34768.18
2146.5,32.6,1,7,bus,budget,winter,17353.32
2084.0,30.6,3,10,road_trip,comfort,monsoon,97722.72
1023.1,15.8,2,4,flight,budget,autumn,18290.95
1686.8,34.0,2,4,train,comfort,monsoon,20780.86
552.2,7.7,1,7,train,budget,summer,14901.06
768.2,12.6,1,6,train,budget,summer,12848.96
2246.0,42.0,2,2,flight,budget,winter,25066.1
81.9,1.4,1,3,train,budget,spring,5381.08
259.5,5.6,6,4,road_trip,budget,summer,36397.48
559.3,11.5,1,3,train,comfort,summer,9173.46
115.0,1.7,2,3,road_trip,comfort,monsoon,13445.59
494.5,11.0,1,2,bus,comfort,monsoon,5484.68
1478.5,25.7,2,5,bus,comfort,summer,23879.3
1082.5,17.8,6,3,flight,comfort,winter,71932.71
2237.0,48.0,1,2,flight,budget,monsoon,13545.28
2052.7,27.7,8,3,flight,comfort,summer,114744.3
887.5,17.1,2,6,flight,budget,spring,22517.43
685.6,12.7,4,7,flight,comfort,monsoon,73769.07
980.2,18.1,2,4,road_trip,budget,summer,15680.3
1496.2,28.8,5,4,bus,budget,autumn,37233.16
706.8,15.7,3,10,bus,comfort,monsoon,82169.03
1579.2,23.6,2,3,road_trip,budget,autumn,13997.14
1053.1,14.2,1,3,train,luxury,monsoon,19402.62
1402.5,27.1,1,3,train,luxury,monsoon,19344.3
1118.5,17.2,6,3,flight,budget,autumn,50983.13
771.4,11.5,2,4,flight,budget,winter,18834.96
2373.7,33.7,2,7,bus,comfort,summer,38021.6
1920.8,33.3,4,5,train,comfort,winter,49109.78
393.3,7.3,2,4,flight,budget,winter,14769.81
2177.7,39.8,8,10,flight,comfort,summer,265794.81
1244.2,18.7,4,2,train,comfort,spring,19065.15
2241.7,32.3,3,3,flight,budget,winter,40830.15
2009.6,39.8,5,4,bus,budget,winter,37644.01
1091.8,19.5,1,5,train,comfort,winter,18129.8
105.0,1.5,2,2,flight,budget,spring,5967.63
708.3,10.2,2,4,flight,comfort,monsoon,22828.1
1377.0,18.5,2,5,train,budget,autumn,17802.23
1602.0,23.7,4,5,train,comfort,autumn,49621.73
681.8,12.0,6,5,road_trip,luxury,spring,133619.89
391.4,6.2,2,3,train,luxury,winter,23617.61
2095.6,32.3,2,2,train,budget,autumn,9607.01
2461.8,52.0,8,4,train,budget,spring,68193.85
1337.9,21.8,2,3,flight,comfort,summer,23991.77
470.6,7.1,2,10,flight,budget,autumn,32905.79
717.2,14.3,2,4,flight,budget,summer,17709.26
95.1,1.4,6,3,train,luxury,winter,57208.57
2290.0,36.6,3,6,road_trip,budget,autumn,35342.15
338.5,4.6,4,4,train,budget,spring,23495.81
1462.5,31.6,4,3,train,budget,monsoon,23351.77
721.4,13.6,2,6,flight,comfort,autumn,33317.76
1407.7,22.3,2,7,train,comfort,autumn,36924.56
1646.0,30.5,4,5,road_trip,budget,autumn,37401.65
2082.9,31.4,2,2,road_trip,budget,autumn,12615.06
555.7,8.2,4,4,train,budget,spring,26868.63
76.9,1.6,6,6,road_trip,comfort,spring,80095.21
385.4,6.4,3,3,bus,budget,monsoon,15005.29
2255.0,37.4,4,3,road_trip,luxury,spring,58000.41
2191.0,39.1,4,7,train,budget,spring,51759.29
1513.7,20.7,4,2,flight,luxury,winter,52585.08
1521.3,21.8,2,6,train,budget,winter,21086.31
1679.3,25.5,1,4,bus,comfort,summer,15568.53
479.7,7.2,2,4,train,budget,monsoon,11481.3
2290.3,38.9,3,2,flight,budget,winter,38313.59
1076.0,14.8,2,6,train,luxury,monsoon,57014.95
988.7,15.0,4,4,train,luxury,monsoon,63286.51
1321.3,19.8,2,4,flight,budget,autumn,21939.17
165.1,2.3,3,5,road_trip,comfort,monsoon,42087.83
457.4,8.6,1,5,flight,comfort,autumn,19907.0
1858.2,26.8,4,10,road_trip,luxury,summer,178047.82
252.9,5.0,2,4,train,budget,summer,11853.22
1527.7,27.6,2,4,flight,comfort,summer,29533.3
651.1,11.8,2,10,flight,comfort,autumn,50689.31
1003.8,13.5,4,5,train,budget,autumn,35256.33
757.3,10.7,2,3,flight,luxury,summer,27668.87
921.4,14.0,2,3,flight,budget,autumn,16618.31
1811.7,27.1,8,6,flight,budget,spring,122816.99
777.9,12.6,4,4,bus,comfort,spring,38456.24
1437.7,19.6,8,5,flight,comfort,autumn,144805.89
1216.3,20.3,2,4,train,budget,autumn,13707.91
1676.0,29.7,2,3,train,budget,winter,11494.17
2345.2,47.0,5,5,flight,luxury,winter,155735.31
1844.8,26.9,2,2,train,budget,monsoon,8665.4
576.6,8.6,4,4,train,comfort,monsoon,36101.11
126.4,2.2,2,4,train,comfort,monsoon,16625.22
692.5,15.1,2,4,flight,budget,summer,16363.97
1507.9,21.5,1,5,train,luxury,spring,37906.03
176.0,3.9,2,6,bus,comfort,summer,28119.6
1266.1,19.2,1,6,flight,comfort,autumn,28491.21
1512.3,20.4,1,2,train,comfort,winter,6505.88
868.9,14.9,8,3,bus,comfort,autumn,55067.38
1938.7,37.2,2,4,flight,comfort,autumn,32786.04
311.2,4.7,3,10,flight,luxury,winter,168600.71
234.1,3.4,4,6,flight,budget,autumn,38120.43
1834.1,29.9,3,6,train,budget,monsoon,34807.6
1264.0,17.1,1,3,flight,budget,winter,10690.8
1736.6,37.3,4,4,train,budget,autumn,29544.76
1115.3,18.5,3,4,road_trip,budget,monsoon,25778.65
653.7,9.8,4,3,bus,luxury,monsoon,41241.94
2056.8,29.0,4,2,flight,comfort,spring,51112.95
2008.6,39.9,8,10,train,comfort,monsoon,205026.84
1752.0,25.4,3,3,train,comfort,summer,26875.45
716.8,11.6,2,3,train,comfort,winter,13670.29
1496.1,26.3,3,2,flight,comfort,winter,32042.42
934.4,19.1,1,7,train,luxury,winter,52080.01
274.4,3.9,5,4,flight,budget,autumn,34393.94
2297.4,46.2,1,5,train,luxury,autumn,39440.17
385.2,7.1,2,7,road_trip,comfort,summer,30938.95
2378.1,44.3,4,3,train,budget,monsoon,26618.01
1142.7,16.1,3,5,road_trip,comfort,autumn,43855.91
503.6,7.7,2,2,road_trip,comfort,monsoon,8272.96
1377.7,20.0,2,3,flight,budget,monsoon,18060.7
2188.7,41.7,5,6,bus,comfort,autumn,90251.92
1844.0,28.9,2,6,train,budget,autumn,21627.09
2026.1,32.6,5,4,flight,budget,summer,69915.68
1664.0,23.8,1,4,train,luxury,spring,28791.56
1746.1,24.2,4,4,train,comfort,winter,39783.17
2130.5,47.0,4,2,flight,luxury,autumn,57411.34
661.7,10.1,1,3,flight,comfort,autumn,11909.79
1249.1,26.8,2,3,flight,budget,monsoon,18651.82
592.0,9.6,1,3,train,comfort,spring,10095.25
