distance_km,people,days,transport_type,ranking_mode,user_budget,price,duration_hours,comfort_rating,transport_score
945.1,3,4,intercity_bus,budget,55229.23,4111.03,19.4,4.1,75.95
2308.0,2,3,intercity_bus,fastest,64906.19,6693.26,46.7,4.1,43.1
2175.7,2,3,flight,budget,24283.6,19145.99,7.7,4.7,57.25
494.0,1,4,flight,budget,51353.21,2173.71,2.9,4.7,97.35
194.4,3,6,central_bus,balanced,39504.97,554.0,5.4,3.5,67.28
268.8,1,5,flight,balanced,63683.12,1182.91,2.3,4.7,97.69
73.2,2,3,train,budget,28194.21,168.33,1.6,4.3,81.85
253.8,2,7,train,budget,53238.4,583.81,4.4,4.3,80.55
1648.7,3,7,taxi,balanced,71165.93,18795.48,28.0,4.8,64.69
198.7,4,3,train,budget,35161.29,914.1,3.6,4.3,76.65
786.0,4,2,train,balanced,9996.66,3615.47,12.6,4.3,59.12
2032.4,4,5,central_bus,comfort,43703.81,7722.95,51.3,3.5,59.93
85.2,1,6,intercity_bus,budget,30947.94,123.47,2.2,4.1,81.37
1960.3,1,7,taxi,balanced,55416.9,7449.1,33.2,4.8,69.23
698.0,3,6,train,budget,76327.47,2408.09,11.2,4.3,77.79
310.1,2,4,train,balanced,41420.62,713.12,5.3,4.3,71.43
1681.3,2,4,train,budget,39964.27,3866.91,26.4,4.3,75.73
1520.6,1,2,central_bus,fastest,54093.86,1444.56,38.5,3.5,42.27
2109.6,2,3,intercity_bus,fastest,12762.31,6117.87,42.7,4.1,38.45
1772.1,1,4,intercity_bus,budget,24012.96,2569.57,35.9,4.1,74.25
1934.2,5,4,taxi,fastest,73923.45,36750.75,32.7,4.8,42.57
698.4,1,4,car,budget,55245.7,1536.53,12.1,4.5,79.46
450.5,2,5,train,budget,6008.3,1036.22,7.4,4.3,70.61
1809.0,1,3,intercity_bus,comfort,20346.91,2622.99,36.7,4.1,66.16
1942.2,3,4,intercity_bus,comfort,56212.79,8448.56,39.3,4.1,68.48
2377.5,2,2,car,fastest,62329.94,10460.99,40.1,4.5,44.03
1007.9,5,4,bike,comfort,67989.47,8063.23,18.8,3.8,63.38
911.7,5,5,train,comfort,26913.26,5242.18,14.5,4.3,68.84
1870.1,2,5,flight,budget,74827.14,16456.87,6.8,4.7,85.25
837.7,5,10,intercity_bus,balanced,46471.02,6073.36,17.3,4.1,63.68
2235.9,8,3,train,budget,57240.43,20570.23,34.9,4.3,62.5
2064.4,4,4,train,comfort,49755.41,9496.42,32.3,4.3,66.72
1046.7,4,3,intercity_bus,budget,14205.5,6070.95,21.4,4.1,56.18
1809.6,1,4,intercity_bus,fastest,77233.6,2623.87,36.7,4.1,47.51
1818.3,2,6,train,balanced,14215.67,4182.01,28.5,4.3,61.86
274.4,1,5,central_bus,comfort,24116.15,260.68,7.4,3.5,61.58
2169.1,1,6,train,comfort,66022.09,2494.41,33.9,4.3,71.9
1227.4,8,3,central_bus,budget,51394.77,9328.61,31.2,3.5,69.06
1988.7,2,6,train,budget,67861.19,4574.02,31.1,4.3,78.44
788.5,3,2,train,budget,43680.21,2720.39,12.6,4.3,77.01
2152.4,4,6,intercity_bus,budget,33274.49,12483.86,43.5,4.1,61.76
952.4,4,3,train,comfort,74138.41,4381.08,15.2,4.3,67.9
55.7,8,3,intercity_bus,budget,7718.92,645.95,1.6,4.1,73.29
2175.8,1,4,train,comfort,69209.77,2502.12,34.0,4.3,71.55
246.3,1,7,intercity_bus,budget,22311.33,357.21,5.4,4.1,78.75
786.8,2,2,train,balanced,68655.22,1809.58,12.6,4.3,69.18
2281.6,1,3,central_bus,balanced,15439.75,2167.56,57.5,3.5,62.4
2282.9,1,6,flight,budget,48516.42,10044.93,8.0,4.7,86.11
1389.0,2,3,train,budget,71608.09,3194.81,21.9,4.3,77.67
1527.5,4,3,intercity_bus,fastest,40515.47,8859.23,31.0,4.1,44.12
1092.8,2,4,train,balanced,60992.5,2513.48,17.3,4.3,71.39
724.9,2,3,central_bus,comfort,65350.37,1377.33,18.6,3.5,61.05
808.9,3,7,train,balanced,60237.07,2790.83,12.9,4.3,68.26
1623.9,1,5,intercity_bus,comfort,74399.73,2354.61,33.0,4.1,67.88
1813.1,1,4,intercity_bus,budget,38512.57,2629.04,36.8,4.1,75.6
1906.0,4,10,car,balanced,17984.41,16773.17,32.3,4.5,38.02
1901.4,3,4,intercity_bus,balanced,8585.83,8271.07,38.5,4.1,37.43
246.2,4,2,central_bus,fastest,23484.49,935.4,6.7,3.5,41.98
1201.8,1,3,intercity_bus,fastest,15739.81,1742.58,24.5,4.1,44.27
166.4,4,4,car,balanced,46846.16,1464.45,3.3,4.5,68.65
1332.4,3,3,flight,balanced,18870.9,17587.46,5.3,4.7,66.23
1076.4,2,7,train,balanced,7920.03,2475.78,17.1,4.3,56.3
2133.9,3,5,taxi,comfort,7699.24,24325.99,36.1,4.8,62.24
861.7,4,3,intercity_bus,budget,67367.71,4997.68,17.7,4.1,76.75
307.4,2,4,taxi,fastest,49358.74,2336.61,5.6,4.8,46.76
368.9,2,5,taxi,budget,31856.4,2803.57,6.6,4.8,78.54
1834.8,8,7,train,fastest,72067.1,16879.98,28.7,4.3,45.31
1495.2,4,6,flight,fastest,10264.75,26315.11,5.8,4.7,87.49
269.7,2,4,train,fastest,78524.16,620.22,4.6,4.3,48.17
229.3,3,5,train,balanced,51221.88,791.2,4.0,4.3,75.71
1691.3,2,4,train,fastest,18759.82,3889.98,26.5,4.3,47.69
202.4,1,4,flight,budget,55930.18,890.77,2.1,4.7,97.66
1977.8,2,2,train,fastest,62253.59,4548.96,30.9,4.3,45.64
1703.8,6,2,train,budget,37200.71,11756.18,26.7,4.3,64.73
222.8,6,4,flight,fastest,69622.45,5881.83,2.1,4.7,95.34
231.1,2,3,train,fastest,16304.93,531.45,4.1,4.3,48.65
2368.3,2,2,train,balanced,25912.82,5447.17,36.9,4.3,64.33
917.0,1,5,train,budget,12011.93,1054.58,14.6,4.3,74.24
908.4,8,2,intercity_bus,fastest,20815.84,10537.69,18.7,4.1,39.83
1956.3,8,4,intercity_bus,fastest,22904.66,22693.49,39.6,4.1,33.59
2275.0,3,4,train,budget,73822.49,7848.68,35.5,4.3,75.23
2366.8,4,7,bike,fastest,10858.23,15147.66,43.5,3.8,33.74
1815.5,3,4,flight,comfort,37056.13,23964.68,6.7,4.7,86.14
921.7,2,2,train,balanced,44929.9,2119.99,14.7,4.3,70.95
227.9,1,4,train,budget,72401.98,262.08,4.0,4.3,80.05
1871.8,2,6,intercity_bus,balanced,79827.22,5428.33,37.9,4.1,66.62
1353.4,3,10,central_bus,comfort,61504.11,3857.24,34.3,3.5,62.22
1035.4,3,4,train,comfort,77809.32,3572.15,16.4,4.3,72.2
2178.1,2,3,train,comfort,64032.58,5009.54,34.0,4.3,69.01
293.5,6,7,taxi,budget,77240.2,6692.67,5.4,4.8,77.09
1197.5,1,3,train,comfort,58045.3,1377.15,18.9,4.3,73.46
56.9,2,4,intercity_bus,budget,10982.26,165.03,1.6,4.1,79.17
1140.7,3,4,taxi,budget,35144.01,13004.27,19.5,4.8,62.61
163.4,3,2,central_bus,fastest,53494.8,465.8,4.6,3.5,42.73
311.6,3,3,train,budget,31303.89,1075.01,5.3,4.3,79.28
308.5,2,3,central_bus,comfort,25503.79,586.22,8.2,3.5,63.64
1568.6,1,5,train,budget,48304.95,1803.92,24.6,4.3,75.41
1798.1,3,7,flight,budget,75012.64,23735.27,6.6,4.7,79.25
1412.6,2,3,intercity_bus,balanced,7623.64,4096.49,28.8,4.1,52.29
2310.3,1,6,flight,comfort,62692.34,10165.54,8.1,4.7,91.11
918.4,3,2,car,budget,59204.55,6061.73,15.8,4.5,75.91
707.1,2,4,car,fastest,77296.51,3111.41,12.3,4.5,46.36
2088.6,3,2,car,budget,74803.34,13784.63,35.3,4.5,69.72
559.9,4,7,intercity_bus,budget,62167.44,3247.55,11.7,4.1,76.97
2312.8,1,5,intercity_bus,balanced,44030.66,3353.61,46.8,4.1,67.22
58.8,1,5,intercity_bus,comfort,20320.07,85.27,1.7,4.1,72.07
2328.6,4,6,central_bus,comfort,45892.68,8848.73,58.7,3.5,59.03
132.3,3,4,taxi,fastest,62401.4,1508.09,2.7,4.8,49.8
2142.0,3,7,train,fastest,72175.19,7389.93,33.5,4.3,47.25
1280.7,4,5,car,fastest,64228.4,11269.73,21.8,4.5,44.54
2383.3,4,7,flight,budget,19645.02,41946.55,8.3,4.7,48.6
204.9,6,4,bike,budget,49976.47,1967.02,4.2,3.8,77.62
1342.6,2,2,taxi,fastest,29913.01,10204.02,22.9,4.8,44.53
2327.2,2,4,train,comfort,5690.43,5352.67,36.3,4.3,58.14
1269.7,2,2,train,comfort,20016.57,2920.41,20.0,4.3,68.76
1521.7,1,4,train,fastest,13491.55,1749.93,23.9,4.3,45.21
1678.9,2,4,train,balanced,68203.93,3861.53,26.3,4.3,70.63
1107.3,2,4,central_bus,comfort,24387.97,2103.8,28.2,3.5,61.23
1517.3,6,2,flight,comfort,26352.35,40057.05,5.8,4.7,80.68
1414.8,2,3,taxi,fastest,76995.24,10752.67,24.1,4.8,46.91
2165.7,2,4,central_bus,comfort,33431.5,4114.91,54.6,3.5,61.41
137.7,2,7,train,budget,5718.92,316.73,2.6,4.3,75.4
695.9,1,3,train,budget,26288.46,800.27,11.2,4.3,80.72
2282.5,1,4,train,comfort,13947.47,2624.85,35.6,4.3,69.2
2139.9,2,5,intercity_bus,budget,12710.64,6205.78,43.3,4.1,54.34
1109.9,1,4,intercity_bus,balanced,10811.55,1609.36,22.7,4.1,65.02
1499.7,3,3,train,comfort,49494.46,5174.01,23.6,4.3,70.63
687.4,5,4,train,fastest,19201.08,3952.51,11.1,4.3,46.84
475.8,5,3,train,budget,32093.21,2736.12,7.8,4.3,76.86
1129.0,3,7,central_bus,balanced,69651.33,3217.55,28.7,3.5,66.39
867.4,1,2,intercity_bus,balanced,36825.36,1257.79,17.8,4.1,70.42
1413.3,4,3,intercity_bus,budget,73676.85,8196.94,28.8,4.1,74.82
214.2,5,2,intercity_bus,balanced,42345.35,1553.18,4.8,4.1,68.06
2339.3,1,3,car,comfort,34912.75,5146.49,39.5,4.5,69.39
2367.3,3,5,train,balanced,61279.17,8167.25,36.9,4.3,69.31
1684.6,2,3,intercity_bus,budget,10488.13,4885.47,34.2,4.1,55.41
1300.5,4,2,flight,balanced,11710.88,22889.65,5.2,4.7,61.39
763.6,8,4,central_bus,budget,53898.03,5803.21,19.6,3.5,69.3
1958.7,1,2,car,budget,41520.55,4309.13,33.1,4.5,75.75
1652.8,5,2,intercity_bus,balanced,64281.14,11982.89,33.6,4.1,63.28
415.4,3,6,intercity_bus,budget,73720.31,1807.0,8.8,4.1,75.56
2188.9,8,5,train,budget,34127.52,20137.86,34.2,4.3,51.49
1979.4,2,7,central_bus,fastest,49730.75,3760.89,50.0,3.5,40.35
2281.0,4,6,train,comfort,42552.25,10492.72,35.6,4.3,72.18
1750.0,1,5,train,budget,78620.8,2012.45,27.4,4.3,78.18
1483.8,2,2,intercity_bus,comfort,67331.33,4303.0,30.2,4.1,67.36
1021.2,1,5,intercity_bus,fastest,73380.33,1480.79,20.9,4.1,43.26
2240.6,8,6,train,fastest,24075.51,20613.21,35.0,4.3,41.1
2082.6,4,5,central_bus,fastest,62939.48,7913.77,52.6,3.5,40.04
137.2,4,4,central_bus,fastest,24910.49,521.24,3.9,3.5,40.56
92.5,6,3,train,comfort,20655.69,638.18,1.9,4.3,72.44
922.2,1,6,intercity_bus,balanced,75819.96,1337.22,18.9,4.1,66.9
1951.0,2,5,flight,balanced,6447.83,17168.9,7.1,4.7,63.04
2369.8,1,10,intercity_bus,comfort,77404.15,3436.27,47.9,4.1,70.98
386.5,1,3,intercity_bus,budget,16194.64,560.41,8.2,4.1,78.18
1438.1,1,3,train,comfort,66457.86,1653.8,22.6,4.3,72.43
932.7,2,3,central_bus,budget,25694.19,1772.15,23.8,3.5,75.14
2328.7,2,5,car,budget,31302.67,10246.27,39.3,4.5,66.63
2025.8,1,3,central_bus,balanced,21256.83,1924.53,51.1,3.5,65.57
2016.8,1,2,train,fastest,48913.55,2319.36,31.5,4.3,47.93
1140.8,1,10,intercity_bus,balanced,31107.17,1654.16,23.3,4.1,69.08
1013.1,8,2,taxi,balanced,54304.48,30798.92,17.4,4.8,51.36
678.0,4,6,train,comfort,6173.55,3118.68,10.9,4.3,65.43
163.6,6,3,bike,comfort,9828.12,1570.66,3.5,3.8,62.72
2079.4,2,6,car,budget,12474.59,9149.32,35.2,4.5,43.21
1956.6,2,4,train,comfort,36424.53,4500.12,30.6,4.3,65.37
2399.3,4,7,car,budget,66109.71,21114.11,40.5,4.5,65.06
2392.0,2,7,intercity_bus,budget,71613.34,6936.88,48.3,4.1,73.25
1346.4,2,2,taxi,fastest,23360.81,10232.44,22.9,4.8,45.17
1852.5,1,2,intercity_bus,fastest,48077.73,2686.13,37.6,4.1,44.8
2269.1,1,3,intercity_bus,balanced,62627.37,3290.19,45.9,4.1,69.43
2043.7,2,5,central_bus,fastest,26662.21,3882.96,51.6,3.5,38.78
616.2,2,6,flight,budget,35675.58,5422.69,3.3,4.7,91.36
1097.8,3,4,train,comfort,44298.07,3787.37,17.4,4.3,73.72
336.1,1,4,central_bus,fastest,15115.61,319.3,8.9,3.5,42.79
2291.1,1,3,train,fastest,6948.67,2634.77,35.7,4.3,45.14
1466.6,4,6,train,fastest,16460.44,6746.52,23.1,4.3,43.9
571.9,1,7,train,fastest,52014.02,657.67,9.3,4.3,46.83
1621.9,2,3,intercity_bus,budget,10521.37,4703.6,32.9,4.1,57.85
1495.0,4,4,train,budget,19227.23,6876.83,23.5,4.3,60.17
878.8,1,2,train,balanced,30339.04,1010.67,14.0,4.3,69.68
299.1,1,4,train,comfort,10840.25,344.0,5.1,4.3,68.71
1621.6,2,4,train,balanced,19377.45,3729.75,25.4,4.3,63.68
1263.1,2,2,intercity_bus,balanced,73345.23,3663.07,25.8,4.1,68.8
1860.4,2,4,car,fastest,6447.43,8185.74,31.5,4.5,38.04
1262.8,4,3,train,comfort,54007.39,5808.82,19.9,4.3,70.31
2049.7,1,4,car,fastest,33830.67,4509.27,34.7,4.5,46.21
1338.0,2,4,flight,budget,55448.66,11774.57,5.3,4.7,83.95
1359.4,2,2,central_bus,balanced,49151.88,2582.9,34.5,3.5,64.53
2107.7,1,5,central_bus,comfort,21762.41,2002.29,53.2,3.5,60.46
986.3,3,5,taxi,budget,68540.71,11243.3,16.9,4.8,71.84
347.6,2,3,train,balanced,41895.53,799.52,5.8,4.3,71.7
98.2,2,2,intercity_bus,comfort,66690.2,284.82,2.5,4.1,67.62
1819.7,1,5,central_bus,balanced,35450.94,1728.69,46.0,3.5,64.31
1500.1,2,7,central_bus,comfort,78851.42,2850.25,38.0,3.5,59.18
1698.7,2,3,taxi,balanced,62786.7,12909.88,28.8,4.8,64.91
534.7,4,3,train,fastest,77446.27,2459.74,8.7,4.3,45.79
353.2,1,3,central_bus,balanced,43574.49,335.54,9.3,3.5,66.78
64.5,2,4,intercity_bus,balanced,40526.83,186.97,1.8,4.1,68.0
860.9,2,3,intercity_bus,comfort,61659.04,2496.59,17.7,4.1,68.52
1428.1,3,3,train,comfort,71021.84,4926.96,22.5,4.3,70.59
959.6,2,5,central_bus,fastest,77310.93,1823.27,24.5,3.5,44.13
1066.8,3,4,taxi,comfort,29341.39,12161.7,18.3,4.8,70.51
2172.9,4,3,intercity_bus,balanced,64902.84,12602.57,44.0,4.1,60.03
855.4,4,4,taxi,comfort,20798.42,13001.55,14.8,4.8,64.71
1248.2,2,4,intercity_bus,comfort,45918.08,3619.65,25.5,4.1,67.87
1887.3,2,2,train,comfort,18488.61,4340.69,29.5,4.3,66.93
969.8,4,2,train,fastest,31054.8,4461.11,15.4,4.3,41.85
1504.3,8,6,train,fastest,74851.88,13839.98,23.6,4.3,47.92
2073.8,5,2,intercity_bus,budget,15956.8,15035.06,42.0,4.1,33.03
2280.4,2,5,train,fastest,52430.07,5244.84,35.6,4.3,47.52
378.6,1,7,flight,fastest,49471.57,1665.68,2.6,4.7,96.15
2226.0,2,3,flight,fastest,14055.38,19588.91,7.9,4.7,88.04
1196.3,3,3,train,balanced,29448.43,4127.29,18.9,4.3,65.51
642.0,2,4,train,budget,47223.61,1476.69,10.4,4.3,79.06
1118.2,2,6,train,balanced,19038.4,2571.75,17.7,4.3,65.36
2352.7,4,7,intercity_bus,fastest,65046.77,13645.53,47.6,4.1,44.95
1197.5,2,5,train,fastest,77911.74,2754.26,18.9,4.3,45.03
809.1,4,2,train,budget,21106.95,3722.05,12.9,4.3,73.35
1531.2,2,5,car,budget,19018.4,6737.1,26.0,4.5,62.78
599.1,2,4,flight,comfort,39120.13,5272.48,3.2,4.7,93.04
209.8,2,4,train,fastest,61082.4,482.53,3.7,4.3,47.91
335.4,4,2,intercity_bus,fastest,26120.05,1945.58,7.2,4.1,45.13
333.5,1,3,intercity_bus,balanced,6490.99,483.53,7.2,4.1,69.03
390.0,1,5,flight,comfort,45591.55,1716.04,2.6,4.7,95.71
359.0,6,4,intercity_bus,fastest,76745.04,3123.48,7.7,4.1,43.03
1548.9,1,3,train,balanced,34345.76,1781.2,24.3,4.3,69.74
461.1,2,3,flight,budget,36510.09,4057.29,2.8,4.7,94.57
849.2,2,6,intercity_bus,balanced,77667.63,2462.77,17.5,4.1,70.5
2155.4,2,5,train,fastest,57095.57,4957.39,33.7,4.3,48.24
1153.3,3,3,intercity_bus,balanced,58937.89,5016.81,23.6,4.1,67.8
1612.1,1,2,intercity_bus,balanced,47202.65,2337.56,32.7,4.1,68.9
438.4,2,3,train,comfort,78095.69,1008.32,7.2,4.3,73.39
485.7,2,7,train,comfort,56664.99,1117.17,8.0,4.3,70.86
126.9,3,4,intercity_bus,budget,72127.46,551.83,3.0,4.1,76.64
430.4,1,4,train,comfort,57453.41,494.93,7.1,4.3,71.82
690.3,2,4,flight,balanced,60133.69,6074.28,3.5,4.7,92.34
449.5,1,3,train,comfort,26780.82,516.94,7.4,4.3,69.97
240.2,2,6,train,fastest,27760.9,552.52,4.2,4.3,46.46
315.9,1,4,central_bus,balanced,63723.85,300.11,8.4,3.5,70.49
1122.0,1,2,flight,balanced,27252.97,4937.0,4.7,4.7,90.96
519.0,4,2,flight,balanced,47207.76,9134.59,3.0,4.7,90.87
893.3,2,4,intercity_bus,fastest,23701.42,2590.63,18.4,4.1,41.84
1223.1,6,7,train,balanced,66273.75,8439.38,19.3,4.3,64.25
1666.2,6,3,flight,comfort,13287.6,43988.62,6.3,4.7,79.57
123.2,2,6,central_bus,fastest,67208.5,234.02,3.6,3.5,43.98
1924.6,1,5,train,balanced,50204.74,2213.29,30.1,4.3,70.43
1518.1,2,3,car,comfort,19018.22,6679.75,25.8,4.5,68.92
223.8,4,2,train,comfort,45652.65,1029.34,3.9,4.3,72.61
2100.4,2,2,bike,budget,26187.41,6721.22,38.7,3.8,65.02
2212.5,1,5,taxi,comfort,29260.05,8407.38,37.4,4.8,73.76
174.8,2,3,central_bus,comfort,31364.6,332.03,4.9,3.5,61.75
686.2,4,3,car,budget,9748.94,6038.56,11.9,4.5,51.57
1940.7,4,4,flight,budget,78947.13,34156.27,7.0,4.7,76.43
1803.4,1,5,train,fastest,7365.1,2073.88,28.2,4.3,42.24
467.3,3,2,intercity_bus,comfort,54687.27,2032.82,9.8,4.1,67.29
526.2,1,4,train,fastest,32842.07,605.08,8.6,4.3,44.88
908.0,1,4,intercity_bus,fastest,53450.77,1316.63,18.7,4.1,46.27
1178.3,5,4,flight,balanced,31718.62,25923.03,4.9,4.7,68.46
1495.3,1,6,intercity_bus,fastest,55531.3,2168.13,30.4,4.1,41.04
904.3,2,3,train,fastest,59692.66,2079.95,14.4,4.3,47.96
1126.2,1,6,central_bus,fastest,56791.45,1069.9,28.7,3.5,40.86
1801.5,5,5,taxi,fastest,13547.15,34228.62,30.5,4.8,35.66
116.9,4,4,train,budget,54266.99,537.92,2.3,4.3,82.34
628.3,3,5,intercity_bus,comfort,25999.07,2733.0,13.1,4.1,67.56
1720.6,4,4,train,balanced,7160.1,7914.94,27.0,4.3,36.03
2151.6,1,2,central_bus,budget,36112.3,2044.06,54.3,3.5,73.86
1242.7,2,5,train,balanced,37515.73,2858.15,19.6,4.3,66.54
1291.1,2,4,central_bus,balanced,40038.06,2453.11,32.8,3.5,62.83
284.0,1,4,train,budget,57861.81,326.6,4.9,4.3,81.96
1090.4,2,3,train,fastest,28163.29,2507.84,17.3,4.3,46.14
1292.3,6,7,car,budget,28646.04,17058.4,22.0,4.5,50.69
604.7,1,4,train,balanced,9541.42,695.35,9.8,4.3,65.85
668.1,2,2,intercity_bus,balanced,56511.59,1937.51,13.9,4.1,66.41
924.2,1,4,train,fastest,47586.96,1062.79,14.7,4.3,48.43
77.6,1,5,intercity_bus,budget,31206.88,112.47,2.1,4.1,79.44
793.3,5,5,intercity_bus,comfort,57889.17,5751.63,16.4,4.1,70.11
531.1,2,4,train,balanced,45301.83,1221.6,8.7,4.3,72.54
806.2,2,6,train,budget,40193.37,1854.19,12.9,4.3,77.66
313.8,4,3,intercity_bus,fastest,43349.34,1820.25,6.8,4.1,45.06
2140.5,1,4,central_bus,fastest,52726.11,2033.52,54.0,3.5,41.0
1436.8,2,6,flight,comfort,54500.2,12643.96,5.6,4.7,95.4
1639.5,2,6,intercity_bus,balanced,26671.84,4754.47,33.3,4.1,65.07
1900.3,2,5,central_bus,comfort,15555.75,3610.64,48.0,3.5,59.63
1211.3,8,6,train,comfort,16747.56,11144.03,19.1,4.3,62.16
236.0,4,2,train,comfort,52954.32,1085.6,4.1,4.3,73.7
1302.9,2,6,train,comfort,70465.5,2996.77,20.5,4.3,72.07
1420.8,4,3,train,fastest,35712.22,6535.74,22.4,4.3,48.25
1796.7,1,3,train,balanced,17714.01,2066.2,28.1,4.3,64.1
1053.0,1,3,intercity_bus,comfort,61745.19,1526.9,21.6,4.1,69.29
332.4,1,4,central_bus,balanced,67436.71,315.75,8.8,3.5,65.99
702.5,2,3,car,fastest,71043.68,3091.22,12.2,4.5,49.49
890.5,2,3,train,fastest,50512.36,2048.16,14.2,4.3,49.66
1560.8,3,2,central_bus,budget,69554.64,4448.35,39.5,3.5,74.14
1382.7,5,3,flight,budget,6156.12,30420.38,5.5,4.7,49.7
873.9,2,4,central_bus,balanced,13042.69,1660.5,22.3,3.5,65.15
2368.0,2,4,train,budget,11943.21,5446.49,36.9,4.3,57.63
1465.7,1,3,train,comfort,58445.35,1685.54,23.0,4.3,75.12
592.2,1,5,train,balanced,10218.63,681.06,9.6,4.3,69.09
271.2,2,6,train,fastest,42227.33,623.82,4.7,4.3,47.27
392.3,2,5,flight,fastest,40453.02,3452.03,2.6,4.7,97.85
612.9,4,3,train,comfort,28302.76,2819.43,9.9,4.3,69.82
410.8,1,5,train,budget,70280.39,472.44,6.8,4.3,80.11
472.2,1,3,flight,balanced,17782.49,2077.52,2.8,4.7,95.13
705.7,2,2,flight,balanced,31434.71,6209.94,3.5,4.7,90.21
440.9,1,3,intercity_bus,comfort,63062.86,639.3,9.3,4.1,66.28
2155.3,1,6,central_bus,budget,7281.67,2047.57,54.4,3.5,63.78
220.2,3,3,intercity_bus,balanced,55471.28,957.67,4.9,4.1,67.94
1273.1,1,2,train,comfort,66229.83,1464.06,20.1,4.3,72.81
1002.6,3,2,intercity_bus,balanced,74920.09,4361.49,20.6,4.1,68.59
2358.2,2,6,central_bus,fastest,70722.25,4480.65,59.5,3.5,43.43
295.5,1,4,car,balanced,28953.81,650.17,5.4,4.5,72.22
972.9,2,3,train,balanced,48977.31,2237.71,15.5,4.3,71.51
2327.6,4,4,intercity_bus,balanced,10797.01,13500.34,47.1,4.1,33.58
2081.3,2,4,train,budget,24340.25,4786.88,32.5,4.3,71.69
1966.5,4,5,intercity_bus,budget,12066.68,11405.47,39.8,4.1,34.75
641.2,1,3,train,comfort,28639.05,737.41,10.4,4.3,70.42
435.0,4,6,train,budget,70639.04,2001.02,7.2,4.3,81.6
1614.7,1,3,flight,balanced,31037.51,7104.61,6.1,4.7,88.26
2232.6,3,5,central_bus,balanced,47142.36,6362.97,56.3,3.5,60.93
1349.5,2,2,intercity_bus,budget,37503.56,3913.63,27.5,4.1,74.28
1384.7,6,3,train,budget,39418.74,9554.58,21.8,4.3,69.27
693.6,2,3,train,balanced,77717.9,1595.17,11.2,4.3,72.12
1853.7,1,4,intercity_bus,balanced,27211.59,2687.86,37.6,4.1,64.69
473.3,1,2,taxi,fastest,52049.34,1798.52,8.4,4.8,48.19
797.1,4,5,bike,comfort,36504.7,5101.57,15.0,3.8,63.5
1038.3,2,3,intercity_bus,budget,9585.96,3011.02,21.3,4.1,61.12
1233.0,4,5,intercity_bus,comfort,41699.81,7151.61,25.2,4.1,65.01
604.5,1,6,taxi,balanced,66000.75,2297.14,10.6,4.8,70.2
302.2,2,4,intercity_bus,comfort,12406.47,876.27,6.5,4.1,68.69
1477.2,1,5,central_bus,budget,10219.39,1403.31,37.4,3.5,72.15
714.1,6,5,train,budget,16522.36,4926.98,11.5,4.3,63.2
1407.5,3,3,flight,comfort,62330.01,18579.46,5.5,4.7,91.86
395.8,6,6,intercity_bus,budget,59299.65,3443.8,8.4,4.1,74.39
1170.3,2,3,flight,fastest,47376.33,10298.66,4.8,4.7,96.17
1292.2,3,4,flight,balanced,40116.98,17057.53,5.2,4.7,81.28
152.8,3,5,train,balanced,71624.44,527.24,2.9,4.3,69.64
827.8,2,3,flight,budget,62502.34,7284.22,3.9,4.7,92.77
348.6,4,3,flight,balanced,65895.67,6134.71,2.5,4.7,92.96
180.2,6,4,train,fastest,65994.67,1243.37,3.3,4.3,47.08
2376.2,5,6,train,budget,53203.79,13663.18,37.1,4.3,64.14
794.0,3,7,train,fastest,39351.1,2739.23,12.7,4.3,48.47
1949.4,2,4,intercity_bus,fastest,69850.83,5653.27,39.5,4.1,45.19
633.5,2,5,intercity_bus,balanced,74450.56,1837.15,13.2,4.1,68.73
1645.2,6,7,central_bus,balanced,6785.45,9377.42,41.6,3.5,29.64
1831.7,1,2,train,comfort,8866.62,2106.5,28.7,4.3,70.09
1441.7,3,3,taxi,fastest,76905.75,16434.97,24.5,4.8,44.75
1147.6,3,5,train,balanced,25787.05,3959.34,18.2,4.3,65.42
1006.1,3,6,train,fastest,70502.71,3470.92,16.0,4.3,50.72
856.8,8,6,intercity_bus,comfort,34159.63,9939.09,17.6,4.1,63.55
2233.0,2,4,intercity_bus,fastest,13932.5,6475.65,45.2,4.1,41.24
1998.6,2,2,train,budget,11033.24,4596.71,31.2,4.3,60.33
2317.1,1,4,train,comfort,16738.09,2664.68,36.1,4.3,70.04
324.6,2,3,train,comfort,23741.99,746.54,5.5,4.3,71.79
1762.2,2,3,flight,fastest,41638.88,15506.97,6.5,4.7,94.24
2253.9,2,5,flight,fastest,57612.34,19834.03,7.9,4.7,94.37
459.5,4,2,intercity_bus,balanced,78979.89,2665.23,9.7,4.1,68.33
187.6,6,6,flight,budget,38113.01,4952.54,2.0,4.7,93.17
1786.5,1,4,flight,comfort,43863.87,7860.41,6.6,4.7,91.14
1391.5,2,4,train,comfort,44136.18,3200.45,21.9,4.3,72.29
2025.1,6,2,bike,comfort,45457.58,19441.29,37.3,3.8,61.45
361.3,1,3,taxi,balanced,43830.55,1372.79,6.5,4.8,72.49
1914.8,1,2,train,budget,5658.11,2202.0,30.0,4.3,62.53
507.9,1,7,train,comfort,5129.36,584.04,8.3,4.3,70.0
417.9,2,6,train,comfort,12324.97,961.09,6.9,4.3,67.87
419.3,1,4,train,balanced,12616.75,482.21,7.0,4.3,70.03
1960.5,6,3,flight,fastest,57867.27,51758.31,7.1,4.7,86.97
